XL,A,C,G,S,U,P,loss,nt,label,mass,round_4digits,1+,round_1+,simp_label,methyl_1+,fluoro_1+,azido_1+
S,0,2,2,0,0,4,_H2S_H2O,5.0,SCCGG+4P-H2S-H2O,1508.225864,1508.2259,1509.233689,1509.2337,XCCGG+4P,1579.311939,1599.186579,1714.240674
S,0,3,0,0,1,5,_H2S_H2O,5.0,SCCCU+5P-H2S-H2O,1509.163917,1509.1639,1510.171742,1510.1717,XCCCU+5P,1580.249992,1600.124632,1715.178727
S,1,1,1,1,0,4,_H2S_H2O,5.0,SACGS+4P-H2S-H2O,1509.192122,1509.1921,1510.1999469999998,1510.1999,XACGS+4P,1580.2781969999999,1600.1528369999999,1715.2069319999998
S,0,1,2,0,1,4,_H2S_H2O,5.0,SCGGU+4P-H2S-H2O,1509.20988,1509.2099,1510.217705,1510.2177,XCGGU+4P,1580.295955,1600.170595,1715.22469
S,0,2,0,0,2,5,_H2S_H2O,5.0,SCCUU+5P-H2S-H2O,1510.147933,1510.1479,1511.155758,1511.1558,XCCUU+5P,1581.2340080000001,1601.1086480000001,1716.162743
S,2,0,0,2,0,4,_H2S_H2O,5.0,SAASS+4P-H2S-H2O,1510.15838,1510.1584,1511.166205,1511.1662,XAASS+4P,1581.244455,1601.119095,1716.17319
S,1,0,1,1,1,4,_H2S_H2O,5.0,SAGSU+4P-H2S-H2O,1510.176138,1510.1761,1511.183963,1511.184,XAGSU+4P,1581.262213,1601.136853,1716.190948
S,0,0,2,0,2,4,_H2S_H2O,5.0,SGGUU+4P-H2S-H2O,1510.193896,1510.1939,1511.201721,1511.2017,XGGUU+4P,1581.279971,1601.154611,1716.208706
S,1,2,1,0,0,4,_H2S,5.0,SACCG+4P-H2S,1510.241514,1510.2415,1511.249339,1511.2493,XACCG+4P,1581.327589,1601.202229,1716.256324
S,0,1,0,0,3,5,_H2S_H2O,5.0,SCUUU+5P-H2S-H2O,1511.131949,1511.1319,1512.139774,1512.1398,XCUUU+5P,1582.218024,1602.092664,1717.146759
S,2,1,0,1,0,4,_H2S,5.0,SAACS+4P-H2S,1511.207772,1511.2078,1512.215597,1512.2156,XAACS+4P,1582.293847,1602.168487,1717.2225819999999
S,1,1,1,0,1,4,_H2S,5.0,SACGU+4P-H2S,1511.22553,1511.2255,1512.2333549999998,1512.2334,XACGU+4P,1582.3116049999999,1602.1862449999999,1717.2403399999998
S,0,0,0,0,4,5,_H2S_H2O,5.0,SUUUU+5P-H2S-H2O,1512.115965,1512.116,1513.12379,1513.1238,XUUUU+5P,1583.2020400000001,1603.0766800000001,1718.130775
S,2,0,0,1,1,4,_H2S,5.0,SAASU+4P-H2S,1512.191788,1512.1918,1513.199613,1513.1996,XAASU+4P,1583.277863,1603.152503,1718.206598
S,1,0,1,0,2,4,_H2S,5.0,SAGUU+4P-H2S,1512.209546,1512.2095,1513.217371,1513.2174,XAGUU+4P,1583.295621,1603.170261,1718.224356
S,0,0,0,4,0,4,_H2S,5.0,SSSSS+4P-H2S,1514.068825,1514.0688,1515.07665,1515.0766,XSSSS+4P,1585.1549,1605.02954,1720.083635
S,2,1,1,0,0,4,_H2S_H2O,5.0,SAACG+4P-H2S-H2O,1516.242182,1516.2422,1517.250007,1517.25,XAACG+4P,1587.3282570000001,1607.2028970000001,1722.256992
S,3,0,0,1,0,4,_H2S_H2O,5.0,SAAAS+4P-H2S-H2O,1517.20844,1517.2084,1518.216265,1518.2163,XAAAS+4P,1588.294515,1608.169155,1723.22325
S,2,0,1,0,1,4,_H2S_H2O,5.0,SAAGU+4P-H2S-H2O,1517.226198,1517.2262,1518.234023,1518.234,XAAGU+4P,1588.312273,1608.186913,1723.241008
S,3,1,0,0,0,4,_H2S,5.0,SAAAC+4P-H2S,1518.257832,1518.2578,1519.265657,1519.2657,XAAAC+4P,1589.343907,1609.218547,1724.272642
S,0,0,1,3,0,4,_H2S_H2O,5.0,SGSSS+4P-H2S-H2O,1519.103235,1519.1032,1520.11106,1520.1111,XGSSS+4P,1590.18931,1610.06395,1725.118045
S,3,0,0,0,1,4,_H2S,5.0,SAAAU+4P-H2S,1519.241848,1519.2418,1520.2496729999998,1520.2497,XAAAU+4P,1590.3279229999998,1610.2025629999998,1725.2566579999998
S,0,1,1,2,0,4,_H2S,5.0,SCGSS+4P-H2S,1520.152627,1520.1526,1521.160452,1521.1605,XCGSS+4P,1591.238702,1611.113342,1726.167437
S,1,0,0,3,0,4,_H2S,5.0,SASSS+4P-H2S,1521.118885,1521.1189,1522.12671,1522.1267,XASSS+4P,1592.20496,1612.0796,1727.133695
S,0,0,1,2,1,4,_H2S,5.0,SGSSU+4P-H2S,1521.136643,1521.1366,1522.144468,1522.1445,XGSSU+4P,1592.222718,1612.097358,1727.151453
S,4,0,0,0,0,4,_H2S_H2O,5.0,SAAAA+4P-H2S-H2O,1524.2585,1524.2585,1525.2663249999998,1525.2663,XAAAA+4P,1595.3445749999998,1615.2192149999998,1730.2733099999998
S,0,3,0,1,0,5,_H2S_H2O,5.0,SCCCS+5P-H2S-H2O,1525.141074,1525.1411,1526.1488989999998,1526.1489,XCCCS+5P,1596.2271489999998,1616.1017889999998,1731.1558839999998
S,0,1,2,1,0,4,_H2S_H2O,5.0,SCGGS+4P-H2S-H2O,1525.187037,1525.187,1526.1948619999998,1526.1949,XCGGS+4P,1596.2731119999999,1616.1477519999999,1731.2018469999998
S,0,2,0,1,1,5,_H2S_H2O,5.0,SCCSU+5P-H2S-H2O,1526.12509,1526.1251,1527.132915,1527.1329,XCCSU+5P,1597.211165,1617.085805,1732.1399
S,1,0,1,2,0,4,_H2S_H2O,5.0,SAGSS+4P-H2S-H2O,1526.153295,1526.1533,1527.16112,1527.1611,XAGSS+4P,1597.23937,1617.11401,1732.168105
S,0,0,2,1,1,4,_H2S_H2O,5.0,SGGSU+4P-H2S-H2O,1526.171053,1526.1711,1527.178878,1527.1789,XGGSU+4P,1597.257128,1617.131768,1732.185863
S,0,4,0,0,0,5,_H2S,5.0,SCCCC+5P-H2S,1526.190466,1526.1905,1527.198291,1527.1983,XCCCC+5P,1597.276541,1617.151181,1732.205276
S,0,2,2,0,0,4,_H2S,5.0,SCCGG+4P-H2S,1526.236429,1526.2364,1527.244254,1527.2443,XCCGG+4P,1597.322504,1617.197144,1732.251239
S,0,1,0,1,2,5,_H2S_H2O,5.0,SCSUU+5P-H2S-H2O,1527.109106,1527.1091,1528.116931,1528.1169,XCSUU+5P,1598.195181,1618.069821,1733.123916
S,0,3,0,0,1,5,_H2S,5.0,SCCCU+5P-H2S,1527.174482,1527.1745,1528.1823069999998,1528.1823,XCCCU+5P,1598.2605569999998,1618.1351969999998,1733.1892919999998
S,1,1,1,1,0,4,_H2S,5.0,SACGS+4P-H2S,1527.202687,1527.2027,1528.210512,1528.2105,XACGS+4P,1598.2887620000001,1618.1634020000001,1733.217497
S,0,1,2,0,1,4,_H2S,5.0,SCGGU+4P-H2S,1527.220445,1527.2204,1528.2282699999998,1528.2283,XCGGU+4P,1598.3065199999999,1618.1811599999999,1733.2352549999998
S,0,0,0,1,3,5,_H2S_H2O,5.0,SSUUU+5P-H2S-H2O,1528.093122,1528.0931,1529.100947,1529.1009,XSUUU+5P,1599.179197,1619.053837,1734.107932
S,0,2,0,0,2,5,_H2S,5.0,SCCUU+5P-H2S,1528.158498,1528.1585,1529.166323,1529.1663,XCCUU+5P,1599.244573,1619.119213,1734.173308
S,2,0,0,2,0,4,_H2S,5.0,SAASS+4P-H2S,1528.168945,1528.1689,1529.1767699999998,1529.1768,XAASS+4P,1599.2550199999998,1619.1296599999998,1734.1837549999998
S,1,0,1,1,1,4,_H2S,5.0,SAGSU+4P-H2S,1528.186703,1528.1867,1529.194528,1529.1945,XAGSU+4P,1599.272778,1619.147418,1734.201513
S,0,0,2,0,2,4,_H2S,5.0,SGGUU+4P-H2S,1528.204461,1528.2045,1529.212286,1529.2123,XGGUU+4P,1599.290536,1619.165176,1734.219271
S,0,1,0,0,3,5,_H2S,5.0,SCUUU+5P-H2S,1529.142514,1529.1425,1530.1503389999998,1530.1503,XCUUU+5P,1600.2285889999998,1620.1032289999998,1735.1573239999998
S,0,0,0,0,4,5,_H2S,5.0,SUUUU+5P-H2S,1530.12653,1530.1265,1531.134355,1531.1344,XUUUU+5P,1601.212605,1621.087245,1736.14134
S,1,3,0,0,0,5,_H2S_H2O,5.0,SACCC+5P-H2S-H2O,1532.191134,1532.1911,1533.1989589999998,1533.199,XACCC+5P,1603.2772089999999,1623.1518489999999,1738.2059439999998
S,1,1,2,0,0,4,_H2S_H2O,5.0,SACGG+4P-H2S-H2O,1532.237097,1532.2371,1533.244922,1533.2449,XACGG+4P,1603.323172,1623.197812,1738.251907
S,1,2,0,0,1,5,_H2S_H2O,5.0,SACCU+5P-H2S-H2O,1533.17515,1533.1752,1534.182975,1534.183,XACCU+5P,1604.261225,1624.135865,1739.18996
S,2,0,1,1,0,4,_H2S_H2O,5.0,SAAGS+4P-H2S-H2O,1533.203355,1533.2034,1534.21118,1534.2112,XAAGS+4P,1604.28943,1624.16407,1739.218165
S,1,0,2,0,1,4,_H2S_H2O,5.0,SAGGU+4P-H2S-H2O,1533.221113,1533.2211,1534.228938,1534.2289,XAGGU+4P,1604.307188,1624.181828,1739.235923
S,1,1,0,0,2,5,_H2S_H2O,5.0,SACUU+5P-H2S-H2O,1534.159166,1534.1592,1535.1669909999998,1535.167,XACUU+5P,1605.2452409999999,1625.1198809999999,1740.1739759999998
S,2,1,1,0,0,4,_H2S,5.0,SAACG+4P-H2S,1534.252747,1534.2527,1535.260572,1535.2606,XAACG+4P,1605.338822,1625.213462,1740.267557
S,1,0,0,0,3,5,_H2S_H2O,5.0,SAUUU+5P-H2S-H2O,1535.143182,1535.1432,1536.151007,1536.151,XAUUU+5P,1606.229257,1626.103897,1741.157992
S,3,0,0,1,0,4,_H2S,5.0,SAAAS+4P-H2S,1535.219005,1535.219,1536.2268299999998,1536.2268,XAAAS+4P,1606.3050799999999,1626.1797199999999,1741.2338149999998
S,2,0,1,0,1,4,_H2S,5.0,SAAGU+4P-H2S,1535.236763,1535.2368,1536.244588,1536.2446,XAAGU+4P,1606.322838,1626.197478,1741.251573
S,0,0,1,3,0,4,_H2S,5.0,SGSSS+4P-H2S,1537.1138,1537.1138,1538.121625,1538.1216,XGSSS+4P,1608.199875,1628.074515,1743.12861
S,3,0,1,0,0,4,_H2S_H2O,5.0,SAAAG+4P-H2S-H2O,1540.253415,1540.2534,1541.2612399999998,1541.2612,XAAAG+4P,1611.3394899999998,1631.2141299999998,1746.2682249999998
S,0,2,0,2,0,5,_H2S_H2O,5.0,SCCSS+5P-H2S-H2O,1542.102247,1542.1022,1543.110072,1543.1101,XCCSS+5P,1613.188322,1633.062962,1748.117057
S,0,0,2,2,0,4,_H2S_H2O,5.0,SGGSS+4P-H2S-H2O,1542.14821,1542.1482,1543.156035,1543.156,XGGSS+4P,1613.234285,1633.108925,1748.16302
S,4,0,0,0,0,4,_H2S,5.0,SAAAA+4P-H2S,1542.269065,1542.2691,1543.27689,1543.2769,XAAAA+4P,1613.3551400000001,1633.2297800000001,1748.283875
S,0,1,0,2,1,5,_H2S_H2O,5.0,SCSSU+5P-H2S-H2O,1543.086263,1543.0863,1544.0940879999998,1544.0941,XCSSU+5P,1614.1723379999999,1634.0469779999999,1749.1010729999998
S,0,3,0,1,0,5,_H2S,5.0,SCCCS+5P-H2S,1543.151639,1543.1516,1544.1594639999998,1544.1595,XCCCS+5P,1614.2377139999999,1634.1123539999999,1749.1664489999998
S,0,1,2,1,0,4,_H2S,5.0,SCGGS+4P-H2S,1543.197602,1543.1976,1544.205427,1544.2054,XCGGS+4P,1614.2836770000001,1634.1583170000001,1749.212412
S,0,0,0,2,2,5,_H2S_H2O,5.0,SSSUU+5P-H2S-H2O,1544.070279,1544.0703,1545.078104,1545.0781,XSSUU+5P,1615.156354,1635.030994,1750.085089
S,0,2,0,1,1,5,_H2S,5.0,SCCSU+5P-H2S,1544.135655,1544.1357,1545.14348,1545.1435,XCCSU+5P,1615.22173,1635.09637,1750.150465
S,1,0,1,2,0,4,_H2S,5.0,SAGSS+4P-H2S,1544.16386,1544.1639,1545.171685,1545.1717,XAGSS+4P,1615.249935,1635.124575,1750.17867
S,0,0,2,1,1,4,_H2S,5.0,SGGSU+4P-H2S,1544.181618,1544.1816,1545.189443,1545.1894,XGGSU+4P,1615.267693,1635.142333,1750.196428
S,0,1,0,1,2,5,_H2S,5.0,SCSUU+5P-H2S,1545.119671,1545.1197,1546.1274959999998,1546.1275,XCSUU+5P,1616.2057459999999,1636.0803859999999,1751.1344809999998
S,0,0,0,1,3,5,_H2S,5.0,SSUUU+5P-H2S,1546.103687,1546.1037,1547.111512,1547.1115,XSUUU+5P,1617.189762,1637.064402,1752.118497
S,0,3,1,0,0,5,_H2S_H2O,5.0,SCCCG+5P-H2S-H2O,1548.186049,1548.186,1549.1938739999998,1549.1939,XCCCG+5P,1619.2721239999998,1639.1467639999998,1754.2008589999998
S,0,1,3,0,0,4,_H2S_H2O,5.0,SCGGG+4P-H2S-H2O,1548.232012,1548.232,1549.239837,1549.2398,XCGGG+4P,1619.318087,1639.192727,1754.246822
S,1,2,0,1,0,5,_H2S_H2O,5.0,SACCS+5P-H2S-H2O,1549.152307,1549.1523,1550.160132,1550.1601,XACCS+5P,1620.238382,1640.113022,1755.167117
S,0,2,1,0,1,5,_H2S_H2O,5.0,SCCGU+5P-H2S-H2O,1549.170065,1549.1701,1550.17789,1550.1779,XCCGU+5P,1620.25614,1640.13078,1755.184875
S,1,0,2,1,0,4,_H2S_H2O,5.0,SAGGS+4P-H2S-H2O,1549.19827,1549.1983,1550.206095,1550.2061,XAGGS+4P,1620.284345,1640.158985,1755.21308
S,0,0,3,0,1,4,_H2S_H2O,5.0,SGGGU+4P-H2S-H2O,1549.216028,1549.216,1550.223853,1550.2239,XGGGU+4P,1620.302103,1640.176743,1755.230838
S,1,1,0,1,1,5,_H2S_H2O,5.0,SACSU+5P-H2S-H2O,1550.136323,1550.1363,1551.144148,1551.1441,XACSU+5P,1621.222398,1641.097038,1756.151133
S,0,1,1,0,2,5,_H2S_H2O,5.0,SCGUU+5P-H2S-H2O,1550.154081,1550.1541,1551.1619059999998,1551.1619,XCGUU+5P,1621.2401559999998,1641.1147959999998,1756.1688909999998
S,1,3,0,0,0,5,_H2S,5.0,SACCC+5P-H2S,1550.201699,1550.2017,1551.209524,1551.2095,XACCC+5P,1621.2877740000001,1641.1624140000001,1756.216509
S,1,1,2,0,0,4,_H2S,5.0,SACGG+4P-H2S,1550.247662,1550.2477,1551.255487,1551.2555,XACGG+4P,1621.333737,1641.208377,1756.262472
S,1,0,0,1,2,5,_H2S_H2O,5.0,SASUU+5P-H2S-H2O,1551.120339,1551.1203,1552.128164,1552.1282,XASUU+5P,1622.206414,1642.081054,1757.135149
S,0,0,1,0,3,5,_H2S_H2O,5.0,SGUUU+5P-H2S-H2O,1551.138097,1551.1381,1552.145922,1552.1459,XGUUU+5P,1622.224172,1642.098812,1757.152907
S,1,2,0,0,1,5,_H2S,5.0,SACCU+5P-H2S,1551.185715,1551.1857,1552.19354,1552.1935,XACCU+5P,1622.27179,1642.14643,1757.200525
S,2,0,1,1,0,4,_H2S,5.0,SAAGS+4P-H2S,1551.21392,1551.2139,1552.2217449999998,1552.2217,XAAGS+4P,1622.2999949999999,1642.1746349999999,1757.2287299999998
S,1,0,2,0,1,4,_H2S,5.0,SAGGU+4P-H2S,1551.231678,1551.2317,1552.239503,1552.2395,XAGGU+4P,1622.317753,1642.192393,1757.246488
S,1,1,0,0,2,5,_H2S,5.0,SACUU+5P-H2S,1552.169731,1552.1697,1553.177556,1553.1776,XACUU+5P,1623.2558060000001,1643.1304460000001,1758.184541
S,1,0,0,0,3,5,_H2S,5.0,SAUUU+5P-H2S,1553.153747,1553.1537,1554.161572,1554.1616,XAUUU+5P,1624.239822,1644.114462,1759.168557
S,2,2,0,0,0,5,_H2S_H2O,5.0,SAACC+5P-H2S-H2O,1556.202367,1556.2024,1557.210192,1557.2102,XAACC+5P,1627.288442,1647.163082,1762.217177
S,2,0,2,0,0,4,_H2S_H2O,5.0,SAAGG+4P-H2S-H2O,1556.24833,1556.2483,1557.2561549999998,1557.2562,XAAGG+4P,1627.3344049999998,1647.2090449999998,1762.2631399999998
S,2,1,0,0,1,5,_H2S_H2O,5.0,SAACU+5P-H2S-H2O,1557.186383,1557.1864,1558.194208,1558.1942,XAACU+5P,1628.272458,1648.147098,1763.2011929999999
S,2,0,0,0,2,5,_H2S_H2O,5.0,SAAUU+5P-H2S-H2O,1558.170399,1558.1704,1559.178224,1559.1782,XAAUU+5P,1629.256474,1649.131114,1764.185209
S,3,0,1,0,0,4,_H2S,5.0,SAAAG+4P-H2S,1558.26398,1558.264,1559.271805,1559.2718,XAAAG+4P,1629.350055,1649.224695,1764.27879
S,0,1,0,3,0,5,_H2S_H2O,5.0,SCSSS+5P-H2S-H2O,1559.06342,1559.0634,1560.071245,1560.0712,XCSSS+5P,1630.1494950000001,1650.0241350000001,1765.07823
S,0,0,0,3,1,5,_H2S_H2O,5.0,SSSSU+5P-H2S-H2O,1560.047436,1560.0474,1561.055261,1561.0553,XSSSU+5P,1631.133511,1651.008151,1766.062246
S,0,2,0,2,0,5,_H2S,5.0,SCCSS+5P-H2S,1560.112812,1560.1128,1561.120637,1561.1206,XCCSS+5P,1631.198887,1651.073527,1766.127622
S,0,0,2,2,0,4,_H2S,5.0,SGGSS+4P-H2S,1560.158775,1560.1588,1561.1666,1561.1666,XGGSS+4P,1631.24485,1651.11949,1766.173585
S,0,1,0,2,1,5,_H2S,5.0,SCSSU+5P-H2S,1561.096828,1561.0968,1562.104653,1562.1047,XCSSU+5P,1632.1829030000001,1652.0575430000001,1767.111638
S,0,0,0,2,2,5,_H2S,5.0,SSSUU+5P-H2S,1562.080844,1562.0808,1563.088669,1563.0887,XSSUU+5P,1633.166919,1653.041559,1768.095654
S,0,2,1,1,0,5,_H2S_H2O,5.0,SCCGS+5P-H2S-H2O,1565.147222,1565.1472,1566.155047,1566.155,XCCGS+5P,1636.233297,1656.107937,1771.162032
S,0,0,3,1,0,4,_H2S_H2O,5.0,SGGGS+4P-H2S-H2O,1565.193185,1565.1932,1566.20101,1566.201,XGGGS+4P,1636.27926,1656.1539,1771.207995
S,1,1,0,2,0,5,_H2S_H2O,5.0,SACSS+5P-H2S-H2O,1566.11348,1566.1135,1567.121305,1567.1213,XACSS+5P,1637.199555,1657.074195,1772.1282899999999
S,0,1,1,1,1,5,_H2S_H2O,5.0,SCGSU+5P-H2S-H2O,1566.131238,1566.1312,1567.139063,1567.1391,XCGSU+5P,1637.217313,1657.091953,1772.146048
S,0,3,1,0,0,5,_H2S,5.0,SCCCG+5P-H2S,1566.196614,1566.1966,1567.204439,1567.2044,XCCCG+5P,1637.2826890000001,1657.1573290000001,1772.211424
S,0,1,3,0,0,4,_H2S,5.0,SCGGG+4P-H2S,1566.242577,1566.2426,1567.250402,1567.2504,XCGGG+4P,1637.328652,1657.203292,1772.2573869999999
S,1,0,0,2,1,5,_H2S_H2O,5.0,SASSU+5P-H2S-H2O,1567.097496,1567.0975,1568.105321,1568.1053,XASSU+5P,1638.183571,1658.058211,1773.112306
S,0,0,1,1,2,5,_H2S_H2O,5.0,SGSUU+5P-H2S-H2O,1567.115254,1567.1153,1568.123079,1568.1231,XGSUU+5P,1638.201329,1658.075969,1773.130064
S,1,2,0,1,0,5,_H2S,5.0,SACCS+5P-H2S,1567.162872,1567.1629,1568.170697,1568.1707,XACCS+5P,1638.248947,1658.123587,1773.177682
S,0,2,1,0,1,5,_H2S,5.0,SCCGU+5P-H2S,1567.18063,1567.1806,1568.188455,1568.1885,XCCGU+5P,1638.266705,1658.141345,1773.19544
S,1,0,2,1,0,4,_H2S,5.0,SAGGS+4P-H2S,1567.208835,1567.2088,1568.2166599999998,1568.2167,XAGGS+4P,1638.2949099999998,1658.1695499999998,1773.2236449999998
S,0,0,3,0,1,4,_H2S,5.0,SGGGU+4P-H2S,1567.226593,1567.2266,1568.234418,1568.2344,XGGGU+4P,1638.312668,1658.187308,1773.241403
S,1,1,0,1,1,5,_H2S,5.0,SACSU+5P-H2S,1568.146888,1568.1469,1569.154713,1569.1547,XACSU+5P,1639.232963,1659.107603,1774.161698
S,0,1,1,0,2,5,_H2S,5.0,SCGUU+5P-H2S,1568.164646,1568.1646,1569.172471,1569.1725,XCGUU+5P,1639.250721,1659.125361,1774.179456
S,1,0,0,1,2,5,_H2S,5.0,SASUU+5P-H2S,1569.130904,1569.1309,1570.138729,1570.1387,XASUU+5P,1640.216979,1660.091619,1775.145714
S,0,0,1,0,3,5,_H2S,5.0,SGUUU+5P-H2S,1569.148662,1569.1487,1570.156487,1570.1565,XGUUU+5P,1640.234737,1660.109377,1775.163472
S,1,2,1,0,0,5,_H2S_H2O,5.0,SACCG+5P-H2S-H2O,1572.197282,1572.1973,1573.205107,1573.2051,XACCG+5P,1643.283357,1663.157997,1778.212092
S,1,0,3,0,0,4,_H2S_H2O,5.0,SAGGG+4P-H2S-H2O,1572.243245,1572.2432,1573.2510699999998,1573.2511,XAGGG+4P,1643.3293199999998,1663.2039599999998,1778.2580549999998
S,2,1,0,1,0,5,_H2S_H2O,5.0,SAACS+5P-H2S-H2O,1573.16354,1573.1635,1574.171365,1574.1714,XAACS+5P,1644.249615,1664.124255,1779.17835
S,1,1,1,0,1,5,_H2S_H2O,5.0,SACGU+5P-H2S-H2O,1573.181298,1573.1813,1574.189123,1574.1891,XACGU+5P,1644.2673730000001,1664.1420130000001,1779.196108
S,2,0,0,1,1,5,_H2S_H2O,5.0,SAASU+5P-H2S-H2O,1574.147556,1574.1476,1575.1553809999998,1575.1554,XAASU+5P,1645.2336309999998,1665.1082709999998,1780.1623659999998
S,1,0,1,0,2,5,_H2S_H2O,5.0,SAGUU+5P-H2S-H2O,1574.165314,1574.1653,1575.173139,1575.1731,XAGUU+5P,1645.251389,1665.126029,1780.180124
S,2,2,0,0,0,5,_H2S,5.0,SAACC+5P-H2S,1574.212932,1574.2129,1575.2207569999998,1575.2208,XAACC+5P,1645.2990069999998,1665.1736469999998,1780.2277419999998
S,2,0,2,0,0,4,_H2S,5.0,SAAGG+4P-H2S,1574.258895,1574.2589,1575.26672,1575.2667,XAAGG+4P,1645.34497,1665.21961,1780.273705
S,2,1,0,0,1,5,_H2S,5.0,SAACU+5P-H2S,1575.196948,1575.1969,1576.204773,1576.2048,XAACU+5P,1646.283023,1666.157663,1781.211758
S,0,0,0,4,0,5,_H2S_H2O,5.0,SSSSS+5P-H2S-H2O,1576.024593,1576.0246,1577.032418,1577.0324,XSSSS+5P,1647.110668,1666.985308,1782.039403
S,2,0,0,0,2,5,_H2S,5.0,SAAUU+5P-H2S,1576.180964,1576.181,1577.1887889999998,1577.1888,XAAUU+5P,1647.2670389999998,1667.1416789999998,1782.1957739999998
S,0,1,0,3,0,5,_H2S,5.0,SCSSS+5P-H2S,1577.073985,1577.074,1578.08181,1578.0818,XCSSS+5P,1648.16006,1668.0347,1783.088795
S,0,0,0,3,1,5,_H2S,5.0,SSSSU+5P-H2S,1578.058001,1578.058,1579.065826,1579.0658,XSSSU+5P,1649.144076,1669.018716,1784.072811
S,3,1,0,0,0,5,_H2S_H2O,5.0,SAAAC+5P-H2S-H2O,1580.2136,1580.2136,1581.221425,1581.2214,XAAAC+5P,1651.299675,1671.174315,1786.22841
S,3,0,0,0,1,5,_H2S_H2O,5.0,SAAAU+5P-H2S-H2O,1581.197616,1581.1976,1582.2054409999998,1582.2054,XAAAU+5P,1652.2836909999999,1672.1583309999999,1787.2124259999998
S,0,1,1,2,0,5,_H2S_H2O,5.0,SCGSS+5P-H2S-H2O,1582.108395,1582.1084,1583.11622,1583.1162,XCGSS+5P,1653.1944700000001,1673.0691100000001,1788.123205
S,1,0,0,3,0,5,_H2S_H2O,5.0,SASSS+5P-H2S-H2O,1583.074653,1583.0747,1584.0824779999998,1584.0825,XASSS+5P,1654.1607279999998,1674.0353679999998,1789.0894629999998
S,0,0,1,2,1,5,_H2S_H2O,5.0,SGSSU+5P-H2S-H2O,1583.092411,1583.0924,1584.100236,1584.1002,XGSSU+5P,1654.178486,1674.053126,1789.107221
S,0,2,1,1,0,5,_H2S,5.0,SCCGS+5P-H2S,1583.157787,1583.1578,1584.165612,1584.1656,XCCGS+5P,1654.243862,1674.118502,1789.172597
S,0,0,3,1,0,4,_H2S,5.0,SGGGS+4P-H2S,1583.20375,1583.2038,1584.2115749999998,1584.2116,XGGGS+4P,1654.2898249999998,1674.1644649999998,1789.2185599999998
S,1,1,0,2,0,5,_H2S,5.0,SACSS+5P-H2S,1584.124045,1584.124,1585.13187,1585.1319,XACSS+5P,1655.21012,1675.08476,1790.138855
S,0,1,1,1,1,5,_H2S,5.0,SCGSU+5P-H2S,1584.141803,1584.1418,1585.149628,1585.1496,XCGSU+5P,1655.227878,1675.102518,1790.1566129999999
S,1,0,0,2,1,5,_H2S,5.0,SASSU+5P-H2S,1585.108061,1585.1081,1586.1158859999998,1586.1159,XASSU+5P,1656.1941359999998,1676.0687759999998,1791.1228709999998
S,0,0,1,1,2,5,_H2S,5.0,SGSUU+5P-H2S,1585.125819,1585.1258,1586.133644,1586.1336,XGSUU+5P,1656.211894,1676.086534,1791.140629
S,0,4,0,0,0,6,_H2S_H2O,5.0,SCCCC+6P-H2S-H2O,1588.146234,1588.1462,1589.154059,1589.1541,XCCCC+6P,1659.232309,1679.106949,1794.161044
S,0,2,2,0,0,5,_H2S_H2O,5.0,SCCGG+5P-H2S-H2O,1588.192197,1588.1922,1589.200022,1589.2,XCCGG+5P,1659.278272,1679.152912,1794.207007
S,0,0,4,0,0,4,_H2S_H2O,5.0,SGGGG+4P-H2S-H2O,1588.23816,1588.2382,1589.245985,1589.246,XGGGG+4P,1659.324235,1679.198875,1794.25297
S,0,3,0,0,1,6,_H2S_H2O,5.0,SCCCU+6P-H2S-H2O,1589.13025,1589.1302,1590.1380749999998,1590.1381,XCCCU+6P,1660.2163249999999,1680.0909649999999,1795.1450599999998
S,1,1,1,1,0,5,_H2S_H2O,5.0,SACGS+5P-H2S-H2O,1589.158455,1589.1585,1590.16628,1590.1663,XACGS+5P,1660.24453,1680.11917,1795.173265
S,0,1,2,0,1,5,_H2S_H2O,5.0,SCGGU+5P-H2S-H2O,1589.176213,1589.1762,1590.184038,1590.184,XCGGU+5P,1660.2622880000001,1680.1369280000001,1795.191023
S,0,2,0,0,2,6,_H2S_H2O,5.0,SCCUU+6P-H2S-H2O,1590.114266,1590.1143,1591.122091,1591.1221,XCCUU+6P,1661.200341,1681.074981,1796.129076
S,2,0,0,2,0,5,_H2S_H2O,5.0,SAASS+5P-H2S-H2O,1590.124713,1590.1247,1591.1325379999998,1591.1325,XAASS+5P,1661.2107879999999,1681.0854279999999,1796.1395229999998
S,1,0,1,1,1,5,_H2S_H2O,5.0,SAGSU+5P-H2S-H2O,1590.142471,1590.1425,1591.1502959999998,1591.1503,XAGSU+5P,1661.2285459999998,1681.1031859999998,1796.1572809999998
S,0,0,2,0,2,5,_H2S_H2O,5.0,SGGUU+5P-H2S-H2O,1590.160229,1590.1602,1591.168054,1591.1681,XGGUU+5P,1661.246304,1681.120944,1796.175039
S,1,2,1,0,0,5,_H2S,5.0,SACCG+5P-H2S,1590.207847,1590.2078,1591.2156719999998,1591.2157,XACCG+5P,1661.2939219999998,1681.1685619999998,1796.2226569999998
S,1,0,3,0,0,4,_H2S,5.0,SAGGG+4P-H2S,1590.25381,1590.2538,1591.2616349999998,1591.2616,XAGGG+4P,1661.3398849999999,1681.2145249999999,1796.2686199999998
