XL,A,C,G,S,U,P,loss,nt,label,mass,round_4digits,1+,round_1+,simp_label,methyl_1+,fluoro_1+,azido_1+
0,0,0,1,0,2,3,,3.0,GUU+2P,877.131717,877.1317,878.139542,878.1395,GUU+2P,920.186492,932.111276,1001.143733
0,1,1,1,0,0,3,_H2O,3.0,ACG+2P-H2O,881.1643529999999,881.1644,882.1721779999999,882.1722,ACG+2P,924.219128,936.1439119999999,1005.1763689999999
0,2,0,0,1,0,3,_H2O,3.0,AAS+2P-H2O,882.130611,882.1306,883.1384360000001,883.1384,AAS+2P,925.1853860000001,937.11017,1006.1426270000001
0,1,0,1,0,1,3,_H2O,3.0,AGU+2P-H2O,882.148369,882.1484,883.156194,883.1562,AGU+2P,925.2031440000001,937.127928,1006.160385
0,2,1,0,0,0,3,,3.0,AAC+2P,883.1800029999999,883.18,884.187828,884.1878,AAC+2P,926.234778,938.1595619999999,1007.192019
0,2,0,0,0,1,3,,3.0,AAU+2P,884.164019,884.164,885.1718440000001,885.1718,AAU+2P,927.2187940000001,939.143578,1008.1760350000001
0,0,0,0,3,0,3,,3.0,SSS+2P,886.041056,886.0411,887.048881,887.0489,SSS+2P,929.0958310000001,941.020615,1010.053072
0,3,0,0,0,0,3,_H2O,3.0,AAA+2P-H2O,889.1806710000001,889.1807,890.1884960000001,890.1885,AAA+2P,932.2354460000001,944.1602300000001,1013.1926870000001
0,0,0,1,2,0,3,_H2O,3.0,GSS+2P-H2O,891.075466,891.0755,892.083291,892.0833,GSS+2P,934.1302410000001,946.055025,1015.087482
0,0,1,1,1,0,3,,3.0,CGS+2P,892.1248579999999,892.1249,893.1326829999999,893.1327,CGS+2P,935.179633,947.1044169999999,1016.1368739999999
0,1,0,0,2,0,3,,3.0,ASS+2P,893.091116,893.0911,894.0989410000001,894.0989,ASS+2P,936.1458910000001,948.070675,1017.1031320000001
0,0,0,1,1,1,3,,3.0,GSU+2P,893.108874,893.1089,894.116699,894.1167,GSU+2P,936.1636490000001,948.088433,1017.12089
0,0,3,0,0,0,4,_H2O,3.0,CCC+3P-H2O,897.1133050000001,897.1133,898.1211300000001,898.1211,CCC+3P,940.1680800000001,952.0928640000001,1021.1253210000001
0,0,1,2,0,0,3,_H2O,3.0,CGG+2P-H2O,897.1592680000001,897.1593,898.1670930000001,898.1671,CGG+2P,940.2140430000002,952.1388270000001,1021.1712840000001
0,0,2,0,0,1,4,_H2O,3.0,CCU+3P-H2O,898.097321,898.0973,899.105146,899.1051,CCU+3P,941.152096,953.07688,1022.109337
0,1,0,1,1,0,3,_H2O,3.0,AGS+2P-H2O,898.125526,898.1255,899.1333510000001,899.1334,AGS+2P,941.1803010000001,953.105085,1022.137542
0,0,0,2,0,1,3,_H2O,3.0,GGU+2P-H2O,898.143284,898.1433,899.151109,899.1511,GGU+2P,941.1980590000001,953.122843,1022.1553
0,0,1,0,0,2,4,_H2O,3.0,CUU+3P-H2O,899.0813370000001,899.0813,900.0891620000001,900.0892,CUU+3P,942.1361120000001,954.0608960000001,1023.0933530000001
0,1,1,1,0,0,3,,3.0,ACG+2P,899.1749179999999,899.1749,900.182743,900.1827,ACG+2P,942.229693,954.1544769999999,1023.186934
0,0,0,0,0,3,4,_H2O,3.0,UUU+3P-H2O,900.065353,900.0654,901.073178,901.0732,UUU+3P,943.120128,955.044912,1024.077369
0,2,0,0,1,0,3,,3.0,AAS+2P,900.1411760000001,900.1412,901.149001,901.149,AAS+2P,943.195951,955.120735,1024.153192
0,1,0,1,0,1,3,,3.0,AGU+2P,900.158934,900.1589,901.166759,901.1668,AGU+2P,943.213709,955.1384929999999,1024.17095
0,2,0,1,0,0,3,_H2O,3.0,AAG+2P-H2O,905.175586,905.1756,906.183411,906.1834,AAG+2P,948.230361,960.155145,1029.187602
0,3,0,0,0,0,3,,3.0,AAA+2P,907.191236,907.1912,908.199061,908.1991,AAA+2P,950.2460110000001,962.170795,1031.203252
0,0,0,1,2,0,3,,3.0,GSS+2P,909.086031,909.086,910.093856,910.0939,GSS+2P,952.140806,964.0655899999999,1033.098047
0,0,2,0,1,0,4,_H2O,3.0,CCS+3P-H2O,914.074478,914.0745,915.082303,915.0823,CCS+3P,957.1292530000001,969.054037,1038.0864940000001
0,0,0,2,1,0,3,_H2O,3.0,GGS+2P-H2O,914.120441,914.1204,915.128266,915.1283,GGS+2P,957.1752160000001,969.1,1038.1324570000002
0,0,1,0,1,1,4,_H2O,3.0,CSU+3P-H2O,915.058494,915.0585,916.066319,916.0663,CSU+3P,958.1132690000001,970.038053,1039.07051
0,0,3,0,0,0,4,,3.0,CCC+3P,915.12387,915.1239,916.131695,916.1317,CCC+3P,958.1786450000001,970.103429,1039.135886
0,0,1,2,0,0,3,,3.0,CGG+2P,915.169833,915.1698,916.177658,916.1777,CGG+2P,958.224608,970.1493919999999,1039.181849
0,0,0,0,1,2,4,_H2O,3.0,SUU+3P-H2O,916.04251,916.0425,917.050335,917.0503,SUU+3P,959.097285,971.022069,1040.054526
0,0,2,0,0,1,4,,3.0,CCU+3P,916.107886,916.1079,917.115711,917.1157,CCU+3P,959.1626610000001,971.087445,1040.119902
0,1,0,1,1,0,3,,3.0,AGS+2P,916.136091,916.1361,917.143916,917.1439,AGS+2P,959.190866,971.11565,1040.148107
0,0,0,2,0,1,3,,3.0,GGU+2P,916.153849,916.1538,917.161674,917.1617,GGU+2P,959.208624,971.1334079999999,1040.165865
0,0,1,0,0,2,4,,3.0,CUU+3P,917.091902,917.0919,918.099727,918.0997,CUU+3P,960.1466770000001,972.071461,1041.103918
0,0,0,0,0,3,4,,3.0,UUU+3P,918.075918,918.0759,919.083743,919.0837,UUU+3P,961.1306930000001,973.055477,1042.0879340000001
0,1,2,0,0,0,4,_H2O,3.0,ACC+3P-H2O,921.124538,921.1245,922.132363,922.1324,ACC+3P,964.1793130000001,976.104097,1045.1365540000002
0,1,0,2,0,0,3,_H2O,3.0,AGG+2P-H2O,921.170501,921.1705,922.178326,922.1783,AGG+2P,964.225276,976.1500599999999,1045.182517
0,1,1,0,0,1,4,_H2O,3.0,ACU+3P-H2O,922.108554,922.1086,923.116379,923.1164,ACU+3P,965.1633290000001,977.088113,1046.12057
0,1,0,0,0,2,4,_H2O,3.0,AUU+3P-H2O,923.09257,923.0926,924.100395,924.1004,AUU+3P,966.1473450000001,978.072129,1047.104586
0,2,0,1,0,0,3,,3.0,AAG+2P,923.186151,923.1862,924.193976,924.194,AAG+2P,966.2409260000001,978.16571,1047.198167
0,0,1,0,2,0,4,_H2O,3.0,CSS+3P-H2O,931.035651,931.0357,932.043476,932.0435,CSS+3P,974.0904260000001,986.01521,1055.047667
0,0,0,0,2,1,4,_H2O,3.0,SSU+3P-H2O,932.019667,932.0197,933.027492,933.0275,SSU+3P,975.0744420000001,986.999226,1056.0316830000002
0,0,2,0,1,0,4,,3.0,CCS+3P,932.085043,932.085,933.092868,933.0929,CCS+3P,975.139818,987.0646019999999,1056.097059
0,0,0,2,1,0,3,,3.0,GGS+2P,932.131006,932.131,933.138831,933.1388,GGS+2P,975.185781,987.110565,1056.143022
0,0,1,0,1,1,4,,3.0,CSU+3P,933.069059,933.0691,934.076884,934.0769,CSU+3P,976.123834,988.0486179999999,1057.081075
0,0,0,0,1,2,4,,3.0,SUU+3P,934.053075,934.0531,935.0609,935.0609,SUU+3P,977.10785,989.0326339999999,1058.065091
0,0,2,1,0,0,4,_H2O,3.0,CCG+3P-H2O,937.119453,937.1195,938.127278,938.1273,CCG+3P,980.1742280000001,992.099012,1061.131469
0,0,0,3,0,0,3,_H2O,3.0,GGG+2P-H2O,937.165416,937.1654,938.173241,938.1732,GGG+2P,980.220191,992.1449749999999,1061.177432
0,1,1,0,1,0,4,_H2O,3.0,ACS+3P-H2O,938.085711,938.0857,939.093536,939.0935,ACS+3P,981.140486,993.0652699999999,1062.0977269999998
0,0,1,1,0,1,4,_H2O,3.0,CGU+3P-H2O,938.103469,938.1035,939.111294,939.1113,CGU+3P,981.1582440000001,993.083028,1062.115485
0,1,0,0,1,1,4,_H2O,3.0,ASU+3P-H2O,939.069727,939.0697,940.077552,940.0776,ASU+3P,982.124502,994.0492859999999,1063.081743
0,0,0,1,0,2,4,_H2O,3.0,GUU+3P-H2O,939.087485,939.0875,940.09531,940.0953,GUU+3P,982.1422600000001,994.067044,1063.0995010000001
0,1,2,0,0,0,4,,3.0,ACC+3P,939.135103,939.1351,940.142928,940.1429,ACC+3P,982.189878,994.114662,1063.147119
0,1,0,2,0,0,3,,3.0,AGG+2P,939.181066,939.1811,940.188891,940.1889,AGG+2P,982.235841,994.160625,1063.193082
0,1,1,0,0,1,4,,3.0,ACU+3P,940.119119,940.1191,941.126944,941.1269,ACU+3P,983.173894,995.098678,1064.131135
0,1,0,0,0,2,4,,3.0,AUU+3P,941.103135,941.1031,942.11096,942.111,AUU+3P,984.15791,996.082694,1065.115151
0,2,1,0,0,0,4,_H2O,3.0,AAC+3P-H2O,945.135771,945.1358,946.143596,946.1436,AAC+3P,988.190546,1000.11533,1069.1477869999999
0,2,0,0,0,1,4,_H2O,3.0,AAU+3P-H2O,946.119787,946.1198,947.127612,947.1276,AAU+3P,989.174562,1001.099346,1070.131803
0,0,0,0,3,0,4,_H2O,3.0,SSS+3P-H2O,947.996824,947.9968,949.004649,949.0046,SSS+3P,991.051599,1002.9763829999999,1072.00884
0,0,1,0,2,0,4,,3.0,CSS+3P,949.046216,949.0462,950.054041,950.054,CSS+3P,992.100991,1004.025775,1073.0582319999999
0,0,0,0,2,1,4,,3.0,SSU+3P,950.030232,950.0302,951.038057,951.0381,SSU+3P,993.085007,1005.009791,1074.042248
0,0,1,1,1,0,4,_H2O,3.0,CGS+3P-H2O,954.080626,954.0806,955.088451,955.0885,CGS+3P,997.135401,1009.0601849999999,1078.092642
0,1,0,0,2,0,4,_H2O,3.0,ASS+3P-H2O,955.046884,955.0469,956.054709,956.0547,ASS+3P,998.101659,1010.026443,1079.0589
0,0,0,1,1,1,4,_H2O,3.0,GSU+3P-H2O,955.064642,955.0646,956.072467,956.0725,GSU+3P,998.119417,1010.0442009999999,1079.076658
0,0,2,1,0,0,4,,3.0,CCG+3P,955.130018,955.13,956.137843,956.1378,CCG+3P,998.184793,1010.109577,1079.142034
0,0,0,3,0,0,3,,3.0,GGG+2P,955.175981,955.176,956.183806,956.1838,GGG+2P,998.230756,1010.15554,1079.187997
0,1,1,0,1,0,4,,3.0,ACS+3P,956.096276,956.0963,957.104101,957.1041,ACS+3P,999.151051,1011.075835,1080.108292
0,0,1,1,0,1,4,,3.0,CGU+3P,956.114034,956.114,957.121859,957.1219,CGU+3P,999.168809,1011.0935929999999,1080.1260499999999
0,1,0,0,1,1,4,,3.0,ASU+3P,957.080292,957.0803,958.088117,958.0881,ASU+3P,1000.135067,1012.059851,1081.092308
0,0,0,1,0,2,4,,3.0,GUU+3P,957.09805,957.098,958.105875,958.1059,GUU+3P,1000.152825,1012.0776089999999,1081.110066
0,1,1,1,0,0,4,_H2O,3.0,ACG+3P-H2O,961.130686,961.1307,962.138511,962.1385,ACG+3P,1004.185461,1016.110245,1085.142702
0,2,0,0,1,0,4,_H2O,3.0,AAS+3P-H2O,962.096944,962.0969,963.104769,963.1048,AAS+3P,1005.1517190000001,1017.076503,1086.10896
0,1,0,1,0,1,4,_H2O,3.0,AGU+3P-H2O,962.114702,962.1147,963.122527,963.1225,AGU+3P,1005.169477,1017.094261,1086.126718
0,2,1,0,0,0,4,,3.0,AAC+3P,963.146336,963.1463,964.154161,964.1542,AAC+3P,1006.2011110000001,1018.125895,1087.158352
0,2,0,0,0,1,4,,3.0,AAU+3P,964.130352,964.1304,965.138177,965.1382,AAU+3P,1007.1851270000001,1019.109911,1088.142368
0,0,0,0,3,0,4,,3.0,SSS+3P,966.007389,966.0074,967.015214,967.0152,SSS+3P,1009.062164,1020.986948,1090.019405
0,3,0,0,0,0,4,_H2O,3.0,AAA+3P-H2O,969.147004,969.147,970.154829,970.1548,AAA+3P,1012.201779,1024.126563,1093.15902
0,0,0,1,2,0,4,_H2O,3.0,GSS+3P-H2O,971.041799,971.0418,972.049624,972.0496,GSS+3P,1014.096574,1026.021358,1095.053815
0,0,1,1,1,0,4,,3.0,CGS+3P,972.091191,972.0912,973.099016,973.099,CGS+3P,1015.145966,1027.07075,1096.103207
0,1,0,0,2,0,4,,3.0,ASS+3P,973.057449,973.0574,974.065274,974.0653,ASS+3P,1016.1122240000001,1028.037008,1097.069465
0,0,0,1,1,1,4,,3.0,GSU+3P,973.075207,973.0752,974.083032,974.083,GSU+3P,1016.129982,1028.054766,1097.087223
0,0,3,0,0,0,5,_H2O,3.0,CCC+4P-H2O,977.079638,977.0796,978.087463,978.0875,CCC+4P,1020.134413,1032.059197,1101.0916539999998
0,0,1,2,0,0,4,_H2O,3.0,CGG+3P-H2O,977.125601,977.1256,978.133426,978.1334,CGG+3P,1020.180376,1032.10516,1101.1376169999999
0,0,2,0,0,1,5,_H2O,3.0,CCU+4P-H2O,978.063654,978.0637,979.071479,979.0715,CCU+4P,1021.118429,1033.043213,1102.07567
0,1,0,1,1,0,4,_H2O,3.0,AGS+3P-H2O,978.091859,978.0919,979.099684,979.0997,AGS+3P,1021.1466340000001,1033.071418,1102.103875
0,0,0,2,0,1,4,_H2O,3.0,GGU+3P-H2O,978.109617,978.1096,979.117442,979.1174,GGU+3P,1021.164392,1033.089176,1102.121633
0,0,1,0,0,2,5,_H2O,3.0,CUU+4P-H2O,979.04767,979.0477,980.055495,980.0555,CUU+4P,1022.102445,1034.027229,1103.059686
0,1,1,1,0,0,4,,3.0,ACG+3P,979.141251,979.1413,980.149076,980.1491,ACG+3P,1022.1960260000001,1034.1208100000001,1103.1532670000001
0,0,0,0,0,3,5,_H2O,3.0,UUU+4P-H2O,980.031686,980.0317,981.039511,981.0395,UUU+4P,1023.086461,1035.011245,1104.043702
0,2,0,0,1,0,4,,3.0,AAS+3P,980.107509,980.1075,981.115334,981.1153,AAS+3P,1023.162284,1035.087068,1104.119525
0,1,0,1,0,1,4,,3.0,AGU+3P,980.125267,980.1253,981.133092,981.1331,AGU+3P,1023.1800420000001,1035.104826,1104.137283
0,2,0,1,0,0,4,_H2O,3.0,AAG+3P-H2O,985.141919,985.1419,986.149744,986.1497,AAG+3P,1028.196694,1040.121478,1109.153935
0,3,0,0,0,0,4,,3.0,AAA+3P,987.157569,987.1576,988.165394,988.1654,AAA+3P,1030.212344,1042.137128,1111.169585
0,0,0,1,2,0,4,,3.0,GSS+3P,989.052364,989.0524,990.060189,990.0602,GSS+3P,1032.107139,1044.031923,1113.06438
0,0,2,0,1,0,5,_H2O,3.0,CCS+4P-H2O,994.040811,994.0408,995.048636,995.0486,CCS+4P,1037.095586,1049.02037,1118.052827
0,0,0,2,1,0,4,_H2O,3.0,GGS+3P-H2O,994.086774,994.0868,995.094599,995.0946,GGS+3P,1037.141549,1049.066333,1118.09879
0,0,1,0,1,1,5,_H2O,3.0,CSU+4P-H2O,995.024827,995.0248,996.032652,996.0327,CSU+4P,1038.079602,1050.004386,1119.0368429999999
0,0,3,0,0,0,5,,3.0,CCC+4P,995.090203,995.0902,996.098028,996.098,CCC+4P,1038.144978,1050.069762,1119.1022189999999
0,0,1,2,0,0,4,,3.0,CGG+3P,995.136166,995.1362,996.143991,996.144,CGG+3P,1038.190941,1050.115725,1119.148182
0,0,0,0,1,2,5,_H2O,3.0,SUU+4P-H2O,996.008843,996.0088,997.016668,997.0167,SUU+4P,1039.063618,1050.988402,1120.020859
0,0,2,0,0,1,5,,3.0,CCU+4P,996.074219,996.0742,997.082044,997.082,CCU+4P,1039.128994,1051.053778,1120.086235
0,1,0,1,1,0,4,,3.0,AGS+3P,996.102424,996.1024,997.110249,997.1102,AGS+3P,1039.157199,1051.081983,1120.1144399999998
0,0,0,2,0,1,4,,3.0,GGU+3P,996.120182,996.1202,997.128007,997.128,GGU+3P,1039.174957,1051.099741,1120.132198
0,0,1,0,0,2,5,,3.0,CUU+4P,997.058235,997.0582,998.06606,998.0661,CUU+4P,1040.11301,1052.037794,1121.070251
0,0,0,0,0,3,5,,3.0,UUU+4P,998.042251,998.0423,999.050076,999.0501,UUU+4P,1041.097026,1053.02181,1122.054267
0,1,2,0,0,0,5,_H2O,3.0,ACC+4P-H2O,1001.090871,1001.0909,1002.098696,1002.0987,ACC+4P,1044.145646,1056.07043,1125.102887
0,1,0,2,0,0,4,_H2O,3.0,AGG+3P-H2O,1001.136834,1001.1368,1002.144659,1002.1447,AGG+3P,1044.191609,1056.116393,1125.14885
0,1,1,0,0,1,5,_H2O,3.0,ACU+4P-H2O,1002.074887,1002.0749,1003.082712,1003.0827,ACU+4P,1045.129662,1057.054446,1126.086903
0,1,0,0,0,2,5,_H2O,3.0,AUU+4P-H2O,1003.058903,1003.0589,1004.066728,1004.0667,AUU+4P,1046.113678,1058.038462,1127.070919
0,2,0,1,0,0,4,,3.0,AAG+3P,1003.152484,1003.1525,1004.160309,1004.1603,AAG+3P,1046.207259,1058.132043,1127.1644999999999
0,0,1,0,2,0,5,_H2O,3.0,CSS+4P-H2O,1011.001984,1011.002,1012.009809,1012.0098,CSS+4P,1054.056759,1065.981543,1135.0140000000001
0,0,0,0,2,1,5,_H2O,3.0,SSU+4P-H2O,1011.986,1011.986,1012.993825,1012.9938,SSU+4P,1055.040775,1066.965559,1135.998016
0,0,2,0,1,0,5,,3.0,CCS+4P,1012.051376,1012.0514,1013.059201,1013.0592,CCS+4P,1055.106151,1067.030935,1136.063392
0,0,0,2,1,0,4,,3.0,GGS+3P,1012.097339,1012.0973,1013.105164,1013.1052,GGS+3P,1055.152114,1067.076898,1136.109355
0,0,1,0,1,1,5,,3.0,CSU+4P,1013.035392,1013.0354,1014.043217,1014.0432,CSU+4P,1056.090167,1068.014951,1137.047408
0,0,0,0,1,2,5,,3.0,SUU+4P,1014.019408,1014.0194,1015.027233,1015.0272,SUU+4P,1057.074183,1068.998967,1138.031424
0,0,2,1,0,0,5,_H2O,3.0,CCG+4P-H2O,1017.085786,1017.0858,1018.093611,1018.0936,CCG+4P,1060.140561,1072.065345,1141.097802
0,0,0,3,0,0,4,_H2O,3.0,GGG+3P-H2O,1017.131749,1017.1317,1018.139574,1018.1396,GGG+3P,1060.186524,1072.111308,1141.143765
0,1,1,0,1,0,5,_H2O,3.0,ACS+4P-H2O,1018.052044,1018.052,1019.059869,1019.0599,ACS+4P,1061.106819,1073.0316030000001,1142.0640600000002
0,0,1,1,0,1,5,_H2O,3.0,CGU+4P-H2O,1018.069802,1018.0698,1019.077627,1019.0776,CGU+4P,1061.124577,1073.049361,1142.081818
0,1,0,0,1,1,5,_H2O,3.0,ASU+4P-H2O,1019.03606,1019.0361,1020.043885,1020.0439,ASU+4P,1062.090835,1074.015619,1143.048076
0,0,0,1,0,2,5,_H2O,3.0,GUU+4P-H2O,1019.053818,1019.0538,1020.061643,1020.0616,GUU+4P,1062.108593,1074.033377,1143.065834
0,1,2,0,0,0,5,,3.0,ACC+4P,1019.101436,1019.1014,1020.109261,1020.1093,ACC+4P,1062.156211,1074.080995,1143.113452
0,1,0,2,0,0,4,,3.0,AGG+3P,1019.147399,1019.1474,1020.155224,1020.1552,AGG+3P,1062.202174,1074.126958,1143.159415
0,1,1,0,0,1,5,,3.0,ACU+4P,1020.085452,1020.0855,1021.093277,1021.0933,ACU+4P,1063.1402269999999,1075.065011,1144.097468
0,1,0,0,0,2,5,,3.0,AUU+4P,1021.069468,1021.0695,1022.077293,1022.0773,AUU+4P,1064.124243,1076.049027,1145.081484
0,2,1,0,0,0,5,_H2O,3.0,AAC+4P-H2O,1025.102104,1025.1021,1026.109929,1026.1099,AAC+4P,1068.156879,1080.081663,1149.11412
0,2,0,0,0,1,5,_H2O,3.0,AAU+4P-H2O,1026.08612,1026.0861,1027.0939449999998,1027.0939,AAU+4P,1069.1408949999998,1081.0656789999998,1150.0981359999998
0,0,0,0,3,0,5,_H2O,3.0,SSS+4P-H2O,1027.963157,1027.9632,1028.9709819999998,1028.971,SSS+4P,1071.0179319999997,1082.9427159999998,1151.9751729999998
0,0,1,0,2,0,5,,3.0,CSS+4P,1029.012549,1029.0125,1030.020374,1030.0204,CSS+4P,1072.0673239999999,1083.992108,1153.024565
0,0,0,0,2,1,5,,3.0,SSU+4P,1029.996565,1029.9966,1031.0043899999998,1031.0044,SSU+4P,1073.0513399999998,1084.9761239999998,1154.0085809999998
0,0,1,1,1,0,5,_H2O,3.0,CGS+4P-H2O,1034.046959,1034.047,1035.054784,1035.0548,CGS+4P,1077.1017339999999,1089.026518,1158.058975
0,1,0,0,2,0,5,_H2O,3.0,ASS+4P-H2O,1035.013217,1035.0132,1036.021042,1036.021,ASS+4P,1078.067992,1089.992776,1159.025233
0,0,0,1,1,1,5,_H2O,3.0,GSU+4P-H2O,1035.030975,1035.031,1036.0387999999998,1036.0388,GSU+4P,1078.0857499999997,1090.0105339999998,1159.0429909999998
0,0,2,1,0,0,5,,3.0,CCG+4P,1035.096351,1035.0964,1036.1041759999998,1036.1042,CCG+4P,1078.1511259999997,1090.0759099999998,1159.1083669999998
0,0,0,3,0,0,4,,3.0,GGG+3P,1035.142314,1035.1423,1036.150139,1036.1501,GGG+3P,1078.197089,1090.121873,1159.15433
0,1,1,0,1,0,5,,3.0,ACS+4P,1036.062609,1036.0626,1037.070434,1037.0704,ACS+4P,1079.117384,1091.042168,1160.074625
0,0,1,1,0,1,5,,3.0,CGU+4P,1036.080367,1036.0804,1037.088192,1037.0882,CGU+4P,1079.1351419999999,1091.059926,1160.092383
0,1,0,0,1,1,5,,3.0,ASU+4P,1037.046625,1037.0466,1038.05445,1038.0544,ASU+4P,1080.1014,1092.026184,1161.058641
0,0,0,1,0,2,5,,3.0,GUU+4P,1037.064383,1037.0644,1038.0722079999998,1038.0722,GUU+4P,1080.1191579999997,1092.0439419999998,1161.0763989999998
0,1,1,1,0,0,5,_H2O,3.0,ACG+4P-H2O,1041.097019,1041.097,1042.104844,1042.1048,ACG+4P,1084.1517939999999,1096.076578,1165.109035
0,2,0,0,1,0,5,_H2O,3.0,AAS+4P-H2O,1042.063277,1042.0633,1043.071102,1043.0711,AAS+4P,1085.118052,1097.042836,1166.075293
0,1,0,1,0,1,5,_H2O,3.0,AGU+4P-H2O,1042.081035,1042.081,1043.0888599999998,1043.0889,AGU+4P,1085.1358099999998,1097.0605939999998,1166.0930509999998
0,2,1,0,0,0,5,,3.0,AAC+4P,1043.112669,1043.1127,1044.120494,1044.1205,AAC+4P,1086.167444,1098.092228,1167.124685
0,2,0,0,0,1,5,,3.0,AAU+4P,1044.096685,1044.0967,1045.10451,1045.1045,AAU+4P,1087.1514599999998,1099.0762439999999,1168.1087009999999
0,0,0,0,3,0,5,,3.0,SSS+4P,1045.973722,1045.9737,1046.981547,1046.9815,SSS+4P,1089.028497,1100.953281,1169.985738
0,3,0,0,0,0,5,_H2O,3.0,AAA+4P-H2O,1049.113337,1049.1133,1050.121162,1050.1212,AAA+4P,1092.1681119999998,1104.0928959999999,1173.125353
0,0,0,1,2,0,5,_H2O,3.0,GSS+4P-H2O,1051.008132,1051.0081,1052.0159569999998,1052.016,GSS+4P,1094.0629069999998,1105.9876909999998,1175.0201479999998
0,0,1,1,1,0,5,,3.0,CGS+4P,1052.057524,1052.0575,1053.065349,1053.0653,CGS+4P,1095.112299,1107.037083,1176.06954
0,1,0,0,2,0,5,,3.0,ASS+4P,1053.023782,1053.0238,1054.031607,1054.0316,ASS+4P,1096.0785569999998,1108.0033409999999,1177.0357979999999
0,0,0,1,1,1,5,,3.0,GSU+4P,1053.04154,1053.0415,1054.049365,1054.0494,GSU+4P,1096.096315,1108.021099,1177.053556
0,0,1,2,0,0,5,_H2O,3.0,CGG+4P-H2O,1057.091934,1057.0919,1058.099759,1058.0998,CGG+4P,1100.1467089999999,1112.071493,1181.10395
0,1,0,1,1,0,5,_H2O,3.0,AGS+4P-H2O,1058.058192,1058.0582,1059.066017,1059.066,AGS+4P,1101.112967,1113.037751,1182.070208
0,0,0,2,0,1,5,_H2O,3.0,GGU+4P-H2O,1058.07595,1058.076,1059.0837749999998,1059.0838,GGU+4P,1101.1307249999998,1113.0555089999998,1182.0879659999998
0,1,1,1,0,0,5,,3.0,ACG+4P,1059.107584,1059.1076,1060.115409,1060.1154,ACG+4P,1102.162359,1114.087143,1183.1196
0,2,0,0,1,0,5,,3.0,AAS+4P,1060.073842,1060.0738,1061.081667,1061.0817,AAS+4P,1103.1286169999998,1115.053401,1184.085858
0,1,0,1,0,1,5,,3.0,AGU+4P,1060.0916,1060.0916,1061.099425,1061.0994,AGU+4P,1103.146375,1115.071159,1184.103616
0,2,0,1,0,0,5,_H2O,3.0,AAG+4P-H2O,1065.108252,1065.1083,1066.116077,1066.1161,AAG+4P,1108.1630269999998,1120.0878109999999,1189.120268
0,3,0,0,0,0,5,,3.0,AAA+4P,1067.123902,1067.1239,1068.131727,1068.1317,AAA+4P,1110.1786769999999,1122.103461,1191.135918
0,0,0,1,2,0,5,,3.0,GSS+4P,1069.018697,1069.0187,1070.026522,1070.0265,GSS+4P,1112.073472,1123.998256,1193.030713
0,0,0,2,1,0,5,_H2O,3.0,GGS+4P-H2O,1074.053107,1074.0531,1075.060932,1075.0609,GGS+4P,1117.107882,1129.032666,1198.065123
0,0,1,2,0,0,5,,3.0,CGG+4P,1075.102499,1075.1025,1076.110324,1076.1103,CGG+4P,1118.157274,1130.082058,1199.114515
0,1,0,1,1,0,5,,3.0,AGS+4P,1076.068757,1076.0688,1077.076582,1077.0766,AGS+4P,1119.1235319999998,1131.0483159999999,1200.080773
0,0,0,2,0,1,5,,3.0,GGU+4P,1076.086515,1076.0865,1077.09434,1077.0943,GGU+4P,1119.14129,1131.066074,1200.098531
0,1,0,2,0,0,5,_H2O,3.0,AGG+4P-H2O,1081.103167,1081.1032,1082.110992,1082.111,AGG+4P,1124.1579419999998,1136.0827259999999,1205.115183
0,2,0,1,0,0,5,,3.0,AAG+4P,1083.118817,1083.1188,1084.126642,1084.1266,AAG+4P,1126.1735919999999,1138.098376,1207.130833
0,0,0,2,1,0,5,,3.0,GGS+4P,1092.063672,1092.0637,1093.071497,1093.0715,GGS+4P,1135.1184469999998,1147.0432309999999,1216.075688
0,0,0,3,0,0,5,_H2O,3.0,GGG+4P-H2O,1097.098082,1097.0981,1098.105907,1098.1059,GGG+4P,1140.1528569999998,1152.0776409999999,1221.1100979999999
0,1,0,2,0,0,5,,3.0,AGG+4P,1099.113732,1099.1137,1100.121557,1100.1216,AGG+4P,1142.1685069999999,1154.093291,1223.125748
0,0,0,3,0,0,5,,3.0,GGG+4P,1115.108647,1115.1086,1116.116472,1116.1165,GGG+4P,1158.1634219999999,1170.088206,1239.120663
0,0,4,0,0,0,4,_H2O,4.0,CCCC+3P-H2O,1122.188262,1122.1883,1123.1960869999998,1123.1961,CCCC+3P,1179.2586869999998,1195.158399,1287.2016749999998
0,0,3,0,0,1,4,_H2O,4.0,CCCU+3P-H2O,1123.172278,1123.1723,1124.180103,1124.1801,CCCU+3P,1180.242703,1196.1424149999998,1288.185691
0,0,2,0,0,2,4,_H2O,4.0,CCUU+3P-H2O,1124.156294,1124.1563,1125.1641189999998,1125.1641,CCUU+3P,1181.2267189999998,1197.1264309999997,1289.1697069999998
0,0,1,0,0,3,4,_H2O,4.0,CUUU+3P-H2O,1125.14031,1125.1403,1126.148135,1126.1481,CUUU+3P,1182.2107349999999,1198.110447,1290.153723
0,0,0,0,0,4,4,_H2O,4.0,UUUU+3P-H2O,1126.124326,1126.1243,1127.132151,1127.1322,UUUU+3P,1183.194751,1199.094463,1291.137739
