XL,A,C,G,S,U,P,loss,nt,label,mass,round_4digits,1+,round_1+,simp_label
S,1,0,0,0,2,4,_H2S_H2O,4.0,SAUU+4P-H2S-H2O,1229.117876,1229.1179,1230.125701,1230.1257,XAUU+4P
S,2,0,1,0,0,3,_H2S,4.0,SAAG+3P-H2S,1229.211457,1229.2115,1230.219282,1230.2193,XAAG+3P
S,0,1,0,2,0,4,_H2S_H2O,4.0,SCSS+4P-H2S-H2O,1237.060957,1237.061,1238.0687819999998,1238.0688,XCSS+4P
S,0,0,0,2,1,4,_H2S_H2O,4.0,SSSU+4P-H2S-H2O,1238.044973,1238.045,1239.052798,1239.0528,XSSU+4P
S,0,2,0,1,0,4,_H2S,4.0,SCCS+4P-H2S,1238.110349,1238.1103,1239.118174,1239.1182,XCCS+4P
S,0,0,2,1,0,3,_H2S,4.0,SGGS+3P-H2S,1238.156312,1238.1563,1239.164137,1239.1641,XGGS+3P
S,0,1,0,1,1,4,_H2S,4.0,SCSU+4P-H2S,1239.094365,1239.0944,1240.1021899999998,1240.1022,XCSU+4P
S,0,0,0,1,2,4,_H2S,4.0,SSUU+4P-H2S,1240.078381,1240.0784,1241.086206,1241.0862,XSUU+4P
S,0,2,1,0,0,4,_H2S_H2O,4.0,SCCG+4P-H2S-H2O,1243.144759,1243.1448,1244.152584,1244.1526,XCCG+4P
S,0,0,3,0,0,3,_H2S_H2O,4.0,SGGG+3P-H2S-H2O,1243.190722,1243.1907,1244.198547,1244.1985,XGGG+3P
S,1,1,0,1,0,4,_H2S_H2O,4.0,SACS+4P-H2S-H2O,1244.111017,1244.111,1245.118842,1245.1188,XACS+4P
S,0,1,1,0,1,4,_H2S_H2O,4.0,SCGU+4P-H2S-H2O,1244.128775,1244.1288,1245.1365999999998,1245.1366,XCGU+4P
S,1,0,0,1,1,4,_H2S_H2O,4.0,SASU+4P-H2S-H2O,1245.095033,1245.095,1246.102858,1246.1029,XASU+4P
S,0,0,1,0,2,4,_H2S_H2O,4.0,SGUU+4P-H2S-H2O,1245.112791,1245.1128,1246.120616,1246.1206,XGUU+4P
S,1,2,0,0,0,4,_H2S,4.0,SACC+4P-H2S,1245.160409,1245.1604,1246.168234,1246.1682,XACC+4P
S,1,0,2,0,0,3,_H2S,4.0,SAGG+3P-H2S,1245.206372,1245.2064,1246.214197,1246.2142,XAGG+3P
S,1,1,0,0,1,4,_H2S,4.0,SACU+4P-H2S,1246.144425,1246.1444,1247.15225,1247.1522,XACU+4P
S,1,0,0,0,2,4,_H2S,4.0,SAUU+4P-H2S,1247.128441,1247.1284,1248.136266,1248.1363,XAUU+4P
S,2,1,0,0,0,4,_H2S_H2O,4.0,SAAC+4P-H2S-H2O,1251.161077,1251.1611,1252.168902,1252.1689,XAAC+4P
S,2,0,0,0,1,4,_H2S_H2O,4.0,SAAU+4P-H2S-H2O,1252.145093,1252.1451,1253.152918,1253.1529,XAAU+4P
S,0,0,0,3,0,4,_H2S_H2O,4.0,SSSS+4P-H2S-H2O,1254.02213,1254.0221,1255.029955,1255.03,XSSS+4P
S,0,1,0,2,0,4,_H2S,4.0,SCSS+4P-H2S,1255.071522,1255.0715,1256.079347,1256.0793,XCSS+4P
S,0,0,0,2,1,4,_H2S,4.0,SSSU+4P-H2S,1256.055538,1256.0555,1257.063363,1257.0634,XSSU+4P
S,0,1,1,1,0,4,_H2S_H2O,4.0,SCGS+4P-H2S-H2O,1260.105932,1260.1059,1261.113757,1261.1138,XCGS+4P
S,1,0,0,2,0,4,_H2S_H2O,4.0,SASS+4P-H2S-H2O,1261.07219,1261.0722,1262.080015,1262.08,XASS+4P
S,0,0,1,1,1,4,_H2S_H2O,4.0,SGSU+4P-H2S-H2O,1261.089948,1261.0899,1262.097773,1262.0978,XGSU+4P
S,0,2,1,0,0,4,_H2S,4.0,SCCG+4P-H2S,1261.155324,1261.1553,1262.163149,1262.1631,XCCG+4P
S,0,0,3,0,0,3,_H2S,4.0,SGGG+3P-H2S,1261.201287,1261.2013,1262.209112,1262.2091,XGGG+3P
S,1,1,0,1,0,4,_H2S,4.0,SACS+4P-H2S,1262.121582,1262.1216,1263.129407,1263.1294,XACS+4P
S,0,1,1,0,1,4,_H2S,4.0,SCGU+4P-H2S,1262.13934,1262.1393,1263.147165,1263.1472,XCGU+4P
S,1,0,0,1,1,4,_H2S,4.0,SASU+4P-H2S,1263.105598,1263.1056,1264.113423,1264.1134,XASU+4P
S,0,0,1,0,2,4,_H2S,4.0,SGUU+4P-H2S,1263.123356,1263.1234,1264.131181,1264.1312,XGUU+4P
S,1,1,1,0,0,4,_H2S_H2O,4.0,SACG+4P-H2S-H2O,1267.155992,1267.156,1268.163817,1268.1638,XACG+4P
S,2,0,0,1,0,4,_H2S_H2O,4.0,SAAS+4P-H2S-H2O,1268.12225,1268.1222,1269.1300749999998,1269.1301,XAAS+4P
S,1,0,1,0,1,4,_H2S_H2O,4.0,SAGU+4P-H2S-H2O,1268.140008,1268.14,1269.147833,1269.1478,XAGU+4P
S,2,1,0,0,0,4,_H2S,4.0,SAAC+4P-H2S,1269.171642,1269.1716,1270.179467,1270.1795,XAAC+4P
S,2,0,0,0,1,4,_H2S,4.0,SAAU+4P-H2S,1270.155658,1270.1557,1271.1634829999998,1271.1635,XAAU+4P
S,0,0,0,3,0,4,_H2S,4.0,SSSS+4P-H2S,1272.032695,1272.0327,1273.04052,1273.0405,XSSS+4P
S,3,0,0,0,0,4,_H2S_H2O,4.0,SAAA+4P-H2S-H2O,1275.17231,1275.1723,1276.1801349999998,1276.1801,XAAA+4P
S,0,0,1,2,0,4,_H2S_H2O,4.0,SGSS+4P-H2S-H2O,1277.067105,1277.0671,1278.07493,1278.0749,XGSS+4P
S,0,1,1,1,0,4,_H2S,4.0,SCGS+4P-H2S,1278.116497,1278.1165,1279.124322,1279.1243,XCGS+4P
S,1,0,0,2,0,4,_H2S,4.0,SASS+4P-H2S,1279.082755,1279.0828,1280.0905799999998,1280.0906,XASS+4P
S,0,0,1,1,1,4,_H2S,4.0,SGSU+4P-H2S,1279.100513,1279.1005,1280.108338,1280.1083,XGSU+4P
S,0,3,0,0,0,5,_H2S_H2O,4.0,SCCC+5P-H2S-H2O,1283.104944,1283.1049,1284.1127689999998,1284.1128,XCCC+5P
S,0,1,2,0,0,4,_H2S_H2O,4.0,SCGG+4P-H2S-H2O,1283.150907,1283.1509,1284.158732,1284.1587,XCGG+4P
S,0,2,0,0,1,5,_H2S_H2O,4.0,SCCU+5P-H2S-H2O,1284.08896,1284.089,1285.096785,1285.0968,XCCU+5P
S,1,0,1,1,0,4,_H2S_H2O,4.0,SAGS+4P-H2S-H2O,1284.117165,1284.1172,1285.12499,1285.125,XAGS+4P
S,0,0,2,0,1,4,_H2S_H2O,4.0,SGGU+4P-H2S-H2O,1284.134923,1284.1349,1285.142748,1285.1427,XGGU+4P
S,0,1,0,0,2,5,_H2S_H2O,4.0,SCUU+5P-H2S-H2O,1285.072976,1285.073,1286.0808009999998,1286.0808,XCUU+5P
S,1,1,1,0,0,4,_H2S,4.0,SACG+4P-H2S,1285.166557,1285.1666,1286.174382,1286.1744,XACG+4P
S,0,0,0,0,3,5,_H2S_H2O,4.0,SUUU+5P-H2S-H2O,1286.056992,1286.057,1287.064817,1287.0648,XUUU+5P
S,2,0,0,1,0,4,_H2S,4.0,SAAS+4P-H2S,1286.132815,1286.1328,1287.1406399999998,1287.1406,XAAS+4P
S,1,0,1,0,1,4,_H2S,4.0,SAGU+4P-H2S,1286.150573,1286.1506,1287.1583979999998,1287.1584,XAGU+4P
S,2,0,1,0,0,4,_H2S_H2O,4.0,SAAG+4P-H2S-H2O,1291.167225,1291.1672,1292.1750499999998,1292.175,XAAG+4P
S,3,0,0,0,0,4,_H2S,4.0,SAAA+4P-H2S,1293.182875,1293.1829,1294.1907,1294.1907,XAAA+4P
S,0,0,1,2,0,4,_H2S,4.0,SGSS+4P-H2S,1295.07767,1295.0777,1296.0854949999998,1296.0855,XGSS+4P
S,0,2,0,1,0,5,_H2S_H2O,4.0,SCCS+5P-H2S-H2O,1300.066117,1300.0661,1301.073942,1301.0739,XCCS+5P
S,0,0,2,1,0,4,_H2S_H2O,4.0,SGGS+4P-H2S-H2O,1300.11208,1300.1121,1301.119905,1301.1199,XGGS+4P
S,0,1,0,1,1,5,_H2S_H2O,4.0,SCSU+5P-H2S-H2O,1301.050133,1301.0501,1302.057958,1302.058,XCSU+5P
S,0,3,0,0,0,5,_H2S,4.0,SCCC+5P-H2S,1301.115509,1301.1155,1302.123334,1302.1233,XCCC+5P
S,0,1,2,0,0,4,_H2S,4.0,SCGG+4P-H2S,1301.161472,1301.1615,1302.169297,1302.1693,XCGG+4P
S,0,0,0,1,2,5,_H2S_H2O,4.0,SSUU+5P-H2S-H2O,1302.034149,1302.0341,1303.041974,1303.042,XSUU+5P
S,0,2,0,0,1,5,_H2S,4.0,SCCU+5P-H2S,1302.099525,1302.0995,1303.10735,1303.1074,XCCU+5P
S,1,0,1,1,0,4,_H2S,4.0,SAGS+4P-H2S,1302.12773,1302.1277,1303.1355549999998,1303.1356,XAGS+4P
S,0,0,2,0,1,4,_H2S,4.0,SGGU+4P-H2S,1302.145488,1302.1455,1303.1533129999998,1303.1533,XGGU+4P
S,0,1,0,0,2,5,_H2S,4.0,SCUU+5P-H2S,1303.083541,1303.0835,1304.091366,1304.0914,XCUU+5P
S,0,0,0,0,3,5,_H2S,4.0,SUUU+5P-H2S,1304.067557,1304.0676,1305.075382,1305.0754,XUUU+5P
S,1,2,0,0,0,5,_H2S_H2O,4.0,SACC+5P-H2S-H2O,1307.116177,1307.1162,1308.124002,1308.124,XACC+5P
S,1,0,2,0,0,4,_H2S_H2O,4.0,SAGG+4P-H2S-H2O,1307.16214,1307.1621,1308.1699649999998,1308.17,XAGG+4P
S,1,1,0,0,1,5,_H2S_H2O,4.0,SACU+5P-H2S-H2O,1308.100193,1308.1002,1309.108018,1309.108,XACU+5P
S,1,0,0,0,2,5,_H2S_H2O,4.0,SAUU+5P-H2S-H2O,1309.084209,1309.0842,1310.092034,1310.092,XAUU+5P
S,2,0,1,0,0,4,_H2S,4.0,SAAG+4P-H2S,1309.17779,1309.1778,1310.185615,1310.1856,XAAG+4P
S,0,1,0,2,0,5,_H2S_H2O,4.0,SCSS+5P-H2S-H2O,1317.02729,1317.0273,1318.035115,1318.0351,XCSS+5P
S,0,0,0,2,1,5,_H2S_H2O,4.0,SSSU+5P-H2S-H2O,1318.011306,1318.0113,1319.019131,1319.0191,XSSU+5P
S,0,2,0,1,0,5,_H2S,4.0,SCCS+5P-H2S,1318.076682,1318.0767,1319.0845069999998,1319.0845,XCCS+5P
S,0,0,2,1,0,4,_H2S,4.0,SGGS+4P-H2S,1318.122645,1318.1226,1319.1304699999998,1319.1305,XGGS+4P
S,0,1,0,1,1,5,_H2S,4.0,SCSU+5P-H2S,1319.060698,1319.0607,1320.068523,1320.0685,XCSU+5P
S,0,0,0,1,2,5,_H2S,4.0,SSUU+5P-H2S,1320.044714,1320.0447,1321.052539,1321.0525,XSUU+5P
S,0,2,1,0,0,5,_H2S_H2O,4.0,SCCG+5P-H2S-H2O,1323.111092,1323.1111,1324.118917,1324.1189,XCCG+5P
S,0,0,3,0,0,4,_H2S_H2O,4.0,SGGG+4P-H2S-H2O,1323.157055,1323.1571,1324.1648799999998,1324.1649,XGGG+4P
S,1,1,0,1,0,5,_H2S_H2O,4.0,SACS+5P-H2S-H2O,1324.07735,1324.0774,1325.085175,1325.0852,XACS+5P
S,0,1,1,0,1,5,_H2S_H2O,4.0,SCGU+5P-H2S-H2O,1324.095108,1324.0951,1325.102933,1325.1029,XCGU+5P
S,1,0,0,1,1,5,_H2S_H2O,4.0,SASU+5P-H2S-H2O,1325.061366,1325.0614,1326.0691909999998,1326.0692,XASU+5P
S,0,0,1,0,2,5,_H2S_H2O,4.0,SGUU+5P-H2S-H2O,1325.079124,1325.0791,1326.086949,1326.0869,XGUU+5P
S,1,2,0,0,0,5,_H2S,4.0,SACC+5P-H2S,1325.126742,1325.1267,1326.1345669999998,1326.1346,XACC+5P
S,1,0,2,0,0,4,_H2S,4.0,SAGG+4P-H2S,1325.172705,1325.1727,1326.18053,1326.1805,XAGG+4P
S,1,1,0,0,1,5,_H2S,4.0,SACU+5P-H2S,1326.110758,1326.1108,1327.118583,1327.1186,XACU+5P
S,1,0,0,0,2,5,_H2S,4.0,SAUU+5P-H2S,1327.094774,1327.0948,1328.1025989999998,1328.1026,XAUU+5P
S,2,1,0,0,0,5,_H2S_H2O,4.0,SAAC+5P-H2S-H2O,1331.12741,1331.1274,1332.135235,1332.1352,XAAC+5P
S,2,0,0,0,1,5,_H2S_H2O,4.0,SAAU+5P-H2S-H2O,1332.111426,1332.1114,1333.1192509999998,1333.1193,XAAU+5P
S,0,0,0,3,0,5,_H2S_H2O,4.0,SSSS+5P-H2S-H2O,1333.988463,1333.9885,1334.9962879999998,1334.9963,XSSS+5P
S,0,1,0,2,0,5,_H2S,4.0,SCSS+5P-H2S,1335.037855,1335.0379,1336.04568,1336.0457,XCSS+5P
S,0,0,0,2,1,5,_H2S,4.0,SSSU+5P-H2S,1336.021871,1336.0219,1337.0296959999998,1337.0297,XSSU+5P
S,0,1,1,1,0,5,_H2S_H2O,4.0,SCGS+5P-H2S-H2O,1340.072265,1340.0723,1341.08009,1341.0801,XCGS+5P
S,1,0,0,2,0,5,_H2S_H2O,4.0,SASS+5P-H2S-H2O,1341.038523,1341.0385,1342.046348,1342.0463,XASS+5P
S,0,0,1,1,1,5,_H2S_H2O,4.0,SGSU+5P-H2S-H2O,1341.056281,1341.0563,1342.0641059999998,1342.0641,XGSU+5P
S,0,2,1,0,0,5,_H2S,4.0,SCCG+5P-H2S,1341.121657,1341.1217,1342.1294819999998,1342.1295,XCCG+5P
S,0,0,3,0,0,4,_H2S,4.0,SGGG+4P-H2S,1341.16762,1341.1676,1342.175445,1342.1754,XGGG+4P
S,1,1,0,1,0,5,_H2S,4.0,SACS+5P-H2S,1342.087915,1342.0879,1343.09574,1343.0957,XACS+5P
S,0,1,1,0,1,5,_H2S,4.0,SCGU+5P-H2S,1342.105673,1342.1057,1343.113498,1343.1135,XCGU+5P
S,1,0,0,1,1,5,_H2S,4.0,SASU+5P-H2S,1343.071931,1343.0719,1344.079756,1344.0798,XASU+5P
S,0,0,1,0,2,5,_H2S,4.0,SGUU+5P-H2S,1343.089689,1343.0897,1344.0975139999998,1344.0975,XGUU+5P
S,1,1,1,0,0,5,_H2S_H2O,4.0,SACG+5P-H2S-H2O,1347.122325,1347.1223,1348.13015,1348.1302,XACG+5P
S,2,0,0,1,0,5,_H2S_H2O,4.0,SAAS+5P-H2S-H2O,1348.088583,1348.0886,1349.096408,1349.0964,XAAS+5P
S,1,0,1,0,1,5,_H2S_H2O,4.0,SAGU+5P-H2S-H2O,1348.106341,1348.1063,1349.1141659999998,1349.1142,XAGU+5P
S,2,1,0,0,0,5,_H2S,4.0,SAAC+5P-H2S,1349.137975,1349.138,1350.1458,1350.1458,XAAC+5P
S,2,0,0,0,1,5,_H2S,4.0,SAAU+5P-H2S,1350.121991,1350.122,1351.129816,1351.1298,XAAU+5P
S,0,0,0,3,0,5,_H2S,4.0,SSSS+5P-H2S,1351.999028,1351.999,1353.006853,1353.0069,XSSS+5P
S,3,0,0,0,0,5,_H2S_H2O,4.0,SAAA+5P-H2S-H2O,1355.138643,1355.1386,1356.146468,1356.1465,XAAA+5P
S,0,0,1,2,0,5,_H2S_H2O,4.0,SGSS+5P-H2S-H2O,1357.033438,1357.0334,1358.0412629999998,1358.0413,XGSS+5P
S,0,1,1,1,0,5,_H2S,4.0,SCGS+5P-H2S,1358.08283,1358.0828,1359.090655,1359.0907,XCGS+5P
S,1,0,0,2,0,5,_H2S,4.0,SASS+5P-H2S,1359.049088,1359.0491,1360.056913,1360.0569,XASS+5P
S,0,0,1,1,1,5,_H2S,4.0,SGSU+5P-H2S,1359.066846,1359.0668,1360.074671,1360.0747,XGSU+5P
S,0,1,2,0,0,5,_H2S_H2O,4.0,SCGG+5P-H2S-H2O,1363.11724,1363.1172,1364.125065,1364.1251,XCGG+5P
S,1,0,1,1,0,5,_H2S_H2O,4.0,SAGS+5P-H2S-H2O,1364.083498,1364.0835,1365.091323,1365.0913,XAGS+5P
S,0,0,2,0,1,5,_H2S_H2O,4.0,SGGU+5P-H2S-H2O,1364.101256,1364.1013,1365.1090809999998,1365.1091,XGGU+5P
S,1,1,1,0,0,5,_H2S,4.0,SACG+5P-H2S,1365.13289,1365.1329,1366.140715,1366.1407,XACG+5P
S,2,0,0,1,0,5,_H2S,4.0,SAAS+5P-H2S,1366.099148,1366.0991,1367.106973,1367.107,XAAS+5P
S,1,0,1,0,1,5,_H2S,4.0,SAGU+5P-H2S,1366.116906,1366.1169,1367.124731,1367.1247,XAGU+5P
S,2,0,1,0,0,5,_H2S_H2O,4.0,SAAG+5P-H2S-H2O,1371.133558,1371.1336,1372.141383,1372.1414,XAAG+5P
S,3,0,0,0,0,5,_H2S,4.0,SAAA+5P-H2S,1373.149208,1373.1492,1374.157033,1374.157,XAAA+5P
S,0,0,1,2,0,5,_H2S,4.0,SGSS+5P-H2S,1375.044003,1375.044,1376.051828,1376.0518,XGSS+5P
S,0,0,2,1,0,5,_H2S_H2O,4.0,SGGS+5P-H2S-H2O,1380.078413,1380.0784,1381.086238,1381.0862,XGGS+5P
S,0,1,2,0,0,5,_H2S,4.0,SCGG+5P-H2S,1381.127805,1381.1278,1382.13563,1382.1356,XCGG+5P
S,1,0,1,1,0,5,_H2S,4.0,SAGS+5P-H2S,1382.094063,1382.0941,1383.101888,1383.1019,XAGS+5P
S,0,0,2,0,1,5,_H2S,4.0,SGGU+5P-H2S,1382.111821,1382.1118,1383.119646,1383.1196,XGGU+5P
S,1,0,2,0,0,5,_H2S_H2O,4.0,SAGG+5P-H2S-H2O,1387.128473,1387.1285,1388.136298,1388.1363,XAGG+5P
S,2,0,1,0,0,5,_H2S,4.0,SAAG+5P-H2S,1389.144123,1389.1441,1390.151948,1390.1519,XAAG+5P
S,0,0,2,1,0,5,_H2S,4.0,SGGS+5P-H2S,1398.088978,1398.089,1399.096803,1399.0968,XGGS+5P
S,0,0,3,0,0,5,_H2S_H2O,4.0,SGGG+5P-H2S-H2O,1403.123388,1403.1234,1404.131213,1404.1312,XGGG+5P
S,1,0,2,0,0,5,_H2S,4.0,SAGG+5P-H2S,1405.139038,1405.139,1406.146863,1406.1469,XAGG+5P
S,0,0,3,0,0,5,_H2S,4.0,SGGG+5P-H2S,1421.133953,1421.134,1422.141778,1422.1418,XGGG+5P
S,0,4,0,0,0,4,_H2S_H2O,5.0,SCCCC+4P-H2S-H2O,1428.213568,1428.2136,1429.2213929999998,1429.2214,XCCCC+4P
S,0,3,0,0,1,4,_H2S_H2O,5.0,SCCCU+4P-H2S-H2O,1429.197584,1429.1976,1430.205409,1430.2054,XCCCU+4P
S,0,2,0,0,2,4,_H2S_H2O,5.0,SCCUU+4P-H2S-H2O,1430.1816,1430.1816,1431.1894249999998,1431.1894,XCCUU+4P
S,0,1,0,0,3,4,_H2S_H2O,5.0,SCUUU+4P-H2S-H2O,1431.165616,1431.1656,1432.173441,1432.1734,XCUUU+4P
S,0,0,0,0,4,4,_H2S_H2O,5.0,SUUUU+4P-H2S-H2O,1432.149632,1432.1496,1433.157457,1433.1575,XUUUU+4P
S,0,3,0,1,0,4,_H2S_H2O,5.0,SCCCS+4P-H2S-H2O,1445.174741,1445.1747,1446.182566,1446.1826,XCCCS+4P
S,0,2,0,1,1,4,_H2S_H2O,5.0,SCCSU+4P-H2S-H2O,1446.158757,1446.1588,1447.1665819999998,1447.1666,XCCSU+4P
S,0,4,0,0,0,4,_H2S,5.0,SCCCC+4P-H2S,1446.224133,1446.2241,1447.2319579999998,1447.232,XCCCC+4P
S,0,1,0,1,2,4,_H2S_H2O,5.0,SCSUU+4P-H2S-H2O,1447.142773,1447.1428,1448.150598,1448.1506,XCSUU+4P
S,0,3,0,0,1,4,_H2S,5.0,SCCCU+4P-H2S,1447.208149,1447.2081,1448.215974,1448.216,XCCCU+4P
S,0,0,0,1,3,4,_H2S_H2O,5.0,SSUUU+4P-H2S-H2O,1448.126789,1448.1268,1449.1346139999998,1449.1346,XSUUU+4P
S,0,2,0,0,2,4,_H2S,5.0,SCCUU+4P-H2S,1448.192165,1448.1922,1449.1999899999998,1449.2,XCCUU+4P
S,0,1,0,0,3,4,_H2S,5.0,SCUUU+4P-H2S,1449.176181,1449.1762,1450.184006,1450.184,XCUUU+4P
S,0,0,0,0,4,4,_H2S,5.0,SUUUU+4P-H2S,1450.160197,1450.1602,1451.1680219999998,1451.168,XUUUU+4P
S,1,3,0,0,0,4,_H2S_H2O,5.0,SACCC+4P-H2S-H2O,1452.224801,1452.2248,1453.232626,1453.2326,XACCC+4P
S,1,2,0,0,1,4,_H2S_H2O,5.0,SACCU+4P-H2S-H2O,1453.208817,1453.2088,1454.216642,1454.2166,XACCU+4P
S,1,1,0,0,2,4,_H2S_H2O,5.0,SACUU+4P-H2S-H2O,1454.192833,1454.1928,1455.200658,1455.2007,XACUU+4P
S,1,0,0,0,3,4,_H2S_H2O,5.0,SAUUU+4P-H2S-H2O,1455.176849,1455.1768,1456.184674,1456.1847,XAUUU+4P
S,0,2,0,2,0,4,_H2S_H2O,5.0,SCCSS+4P-H2S-H2O,1462.135914,1462.1359,1463.143739,1463.1437,XCCSS+4P
S,0,1,0,2,1,4,_H2S_H2O,5.0,SCSSU+4P-H2S-H2O,1463.11993,1463.1199,1464.127755,1464.1278,XCSSU+4P
S,0,3,0,1,0,4,_H2S,5.0,SCCCS+4P-H2S,1463.185306,1463.1853,1464.193131,1464.1931,XCCCS+4P
S,0,0,0,2,2,4,_H2S_H2O,5.0,SSSUU+4P-H2S-H2O,1464.103946,1464.1039,1465.111771,1465.1118,XSSUU+4P
S,0,2,0,1,1,4,_H2S,5.0,SCCSU+4P-H2S,1464.169322,1464.1693,1465.177147,1465.1771,XCCSU+4P
S,0,1,0,1,2,4,_H2S,5.0,SCSUU+4P-H2S,1465.153338,1465.1533,1466.161163,1466.1612,XCSUU+4P
S,0,0,0,1,3,4,_H2S,5.0,SSUUU+4P-H2S,1466.137354,1466.1374,1467.145179,1467.1452,XSUUU+4P
S,0,3,1,0,0,4,_H2S_H2O,5.0,SCCCG+4P-H2S-H2O,1468.219716,1468.2197,1469.227541,1469.2275,XCCCG+4P
S,1,2,0,1,0,4,_H2S_H2O,5.0,SACCS+4P-H2S-H2O,1469.185974,1469.186,1470.193799,1470.1938,XACCS+4P
S,0,2,1,0,1,4,_H2S_H2O,5.0,SCCGU+4P-H2S-H2O,1469.203732,1469.2037,1470.211557,1470.2116,XCCGU+4P
S,1,1,0,1,1,4,_H2S_H2O,5.0,SACSU+4P-H2S-H2O,1470.16999,1470.17,1471.177815,1471.1778,XACSU+4P
S,0,1,1,0,2,4,_H2S_H2O,5.0,SCGUU+4P-H2S-H2O,1470.187748,1470.1877,1471.195573,1471.1956,XCGUU+4P
S,1,3,0,0,0,4,_H2S,5.0,SACCC+4P-H2S,1470.235366,1470.2354,1471.243191,1471.2432,XACCC+4P
S,1,0,0,1,2,4,_H2S_H2O,5.0,SASUU+4P-H2S-H2O,1471.154006,1471.154,1472.161831,1472.1618,XASUU+4P
S,0,0,1,0,3,4,_H2S_H2O,5.0,SGUUU+4P-H2S-H2O,1471.171764,1471.1718,1472.179589,1472.1796,XGUUU+4P
S,1,2,0,0,1,4,_H2S,5.0,SACCU+4P-H2S,1471.219382,1471.2194,1472.227207,1472.2272,XACCU+4P
S,1,1,0,0,2,4,_H2S,5.0,SACUU+4P-H2S,1472.203398,1472.2034,1473.211223,1473.2112,XACUU+4P
S,1,0,0,0,3,4,_H2S,5.0,SAUUU+4P-H2S,1473.187414,1473.1874,1474.195239,1474.1952,XAUUU+4P
S,2,2,0,0,0,4,_H2S_H2O,5.0,SAACC+4P-H2S-H2O,1476.236034,1476.236,1477.243859,1477.2439,XAACC+4P
S,2,1,0,0,1,4,_H2S_H2O,5.0,SAACU+4P-H2S-H2O,1477.22005,1477.22,1478.2278749999998,1478.2279,XAACU+4P
S,2,0,0,0,2,4,_H2S_H2O,5.0,SAAUU+4P-H2S-H2O,1478.204066,1478.2041,1479.211891,1479.2119,XAAUU+4P
S,0,1,0,3,0,4,_H2S_H2O,5.0,SCSSS+4P-H2S-H2O,1479.097087,1479.0971,1480.104912,1480.1049,XCSSS+4P
S,0,0,0,3,1,4,_H2S_H2O,5.0,SSSSU+4P-H2S-H2O,1480.081103,1480.0811,1481.088928,1481.0889,XSSSU+4P
S,0,2,0,2,0,4,_H2S,5.0,SCCSS+4P-H2S,1480.146479,1480.1465,1481.154304,1481.1543,XCCSS+4P
S,0,1,0,2,1,4,_H2S,5.0,SCSSU+4P-H2S,1481.130495,1481.1305,1482.13832,1482.1383,XCSSU+4P
S,0,0,0,2,2,4,_H2S,5.0,SSSUU+4P-H2S,1482.114511,1482.1145,1483.122336,1483.1223,XSSUU+4P
S,0,2,1,1,0,4,_H2S_H2O,5.0,SCCGS+4P-H2S-H2O,1485.180889,1485.1809,1486.188714,1486.1887,XCCGS+4P
S,1,1,0,2,0,4,_H2S_H2O,5.0,SACSS+4P-H2S-H2O,1486.147147,1486.1471,1487.1549719999998,1487.155,XACSS+4P
S,0,1,1,1,1,4,_H2S_H2O,5.0,SCGSU+4P-H2S-H2O,1486.164905,1486.1649,1487.17273,1487.1727,XCGSU+4P
S,0,3,1,0,0,4,_H2S,5.0,SCCCG+4P-H2S,1486.230281,1486.2303,1487.238106,1487.2381,XCCCG+4P
S,1,0,0,2,1,4,_H2S_H2O,5.0,SASSU+4P-H2S-H2O,1487.131163,1487.1312,1488.138988,1488.139,XASSU+4P
S,0,0,1,1,2,4,_H2S_H2O,5.0,SGSUU+4P-H2S-H2O,1487.148921,1487.1489,1488.156746,1488.1567,XGSUU+4P
S,1,2,0,1,0,4,_H2S,5.0,SACCS+4P-H2S,1487.196539,1487.1965,1488.204364,1488.2044,XACCS+4P
S,0,2,1,0,1,4,_H2S,5.0,SCCGU+4P-H2S,1487.214297,1487.2143,1488.222122,1488.2221,XCCGU+4P
S,1,1,0,1,1,4,_H2S,5.0,SACSU+4P-H2S,1488.180555,1488.1806,1489.1883799999998,1489.1884,XACSU+4P
S,0,1,1,0,2,4,_H2S,5.0,SCGUU+4P-H2S,1488.198313,1488.1983,1489.206138,1489.2061,XCGUU+4P
S,1,0,0,1,2,4,_H2S,5.0,SASUU+4P-H2S,1489.164571,1489.1646,1490.172396,1490.1724,XASUU+4P
S,0,0,1,0,3,4,_H2S,5.0,SGUUU+4P-H2S,1489.182329,1489.1823,1490.190154,1490.1902,XGUUU+4P
S,1,2,1,0,0,4,_H2S_H2O,5.0,SACCG+4P-H2S-H2O,1492.230949,1492.2309,1493.238774,1493.2388,XACCG+4P
S,2,1,0,1,0,4,_H2S_H2O,5.0,SAACS+4P-H2S-H2O,1493.197207,1493.1972,1494.2050319999998,1494.205,XAACS+4P
S,1,1,1,0,1,4,_H2S_H2O,5.0,SACGU+4P-H2S-H2O,1493.214965,1493.215,1494.2227899999998,1494.2228,XACGU+4P
S,2,0,0,1,1,4,_H2S_H2O,5.0,SAASU+4P-H2S-H2O,1494.181223,1494.1812,1495.189048,1495.189,XAASU+4P
S,1,0,1,0,2,4,_H2S_H2O,5.0,SAGUU+4P-H2S-H2O,1494.198981,1494.199,1495.206806,1495.2068,XAGUU+4P
S,2,2,0,0,0,4,_H2S,5.0,SAACC+4P-H2S,1494.246599,1494.2466,1495.254424,1495.2544,XAACC+4P
